"Sample_Name","rail_id","external_id","sra_sample_acc_x","sra_experiment_acc","sra_experiment_title","sra_sample_attributes","sra_experiment_attributes","sra_sample_name","sra_sample_title","sra_sample_bases","sra_sample_spots","sra_run_published","sra_size","sra_run_total_bases","sra_run_total_spots","sra_num_spots","sra_read_info","sra_run_alias","recount_qc_aligned_readspercent_chrm","recount_qc_aligned_readspercent_chrx","recount_qc_aligned_readspercent_chry","recount_qc_bc_auc_all_reads_all_bases","recount_qc_bc_auc_all_reads_annotated_bases","recount_qc_bc_auc_unique_reads_all_bases","recount_qc_bc_auc_unique_reads_annotated_bases","recount_qc_bc_auc_all_percent","recount_qc_bc_auc_unique_percent","recount_qc_bc_frag_count","recount_qc_bc_frag_kallisto_count","recount_qc_bc_frag_kallisto_mean_length","recount_qc_bc_frag_mean_length","recount_qc_bc_frag_mode_length","recount_qc_bc_frag_mode_length_count","recount_qc_exon_fc_all_percent","recount_qc_exon_fc_unique_percent","recount_qc_exon_fc_count_all_total","recount_qc_exon_fc_count_all_assigned","recount_qc_exon_fc_count_unique_total","recount_qc_exon_fc_count_unique_assigned","recount_qc_gene_fc_all_percent","recount_qc_gene_fc_unique_percent","recount_qc_gene_fc_count_all_total","recount_qc_gene_fc_count_all_assigned","recount_qc_gene_fc_count_unique_total","recount_qc_gene_fc_count_unique_assigned","recount_qc_intron_sum","recount_qc_iintron_sum_percent","recount_qc_star_percent_of_chimeric_reads","recount_qc_star_percent_of_reads_mapped_to_multiple_loci","recount_qc_star_percent_of_reads_mapped_to_too_many_loci","recount_qc_star_percent_of_reads_unmapped_other","recount_qc_star_percent_of_reads_unmapped_too_short","recount_qc_star_all_mapped_reads","recount_qc_star_average_input_read_length","recount_qc_star_average_mapped_length","recount_qc_star_deletion_average_length","recount_qc_star_deletion_rate_per_base","recount_qc_star_insertion_average_length","recount_qc_star_mapping_speed_million_of_reads_per_hour","recount_qc_star_mismatch_rate_per_base_percent","recount_qc_star_number_of_chimeric_reads","recount_qc_star_number_of_input_reads","recount_qc_star_number_of_reads_mapped_to_multiple_loci","recount_qc_star_number_of_reads_mapped_to_too_many_loci","recount_qc_star_number_of_reads_unmapped_other","recount_qc_star_number_of_reads_unmapped_too_short","recount_qc_star_number_of_splices_at_ac","recount_qc_star_number_of_splices_gc_ag","recount_qc_star_number_of_splices_gt_ag","recount_qc_star_number_of_splices_non_canonical","recount_qc_star_number_of_splices_total","recount_qc_star_uniquely_mapped_reads_percent","recount_qc_star_uniquely_mapped_reads_number","recount_qc_junction_count","recount_qc_junction_coverage","recount_qc_junction_avg_coverage","recount_qc_star_number_of_input_reads_both","recount_qc_star_all_mapped_reads_both","recount_qc_star_number_of_chimeric_reads_both","recount_qc_star_number_of_reads_mapped_to_multiple_loci_both","recount_qc_star_number_of_reads_mapped_to_too_many_loci_both","recount_qc_star_number_of_reads_unmapped_other_both","recount_qc_star_number_of_reads_unmapped_too_short_both","recount_qc_star_uniquely_mapped_reads_number_both","recount_qc_star_percent_mapped_reads_both","recount_qc_star_percent_chimeric_reads_both","recount_qc_star_percent_reads_mapped_to_multiple_loci_both","recount_qc_star_percent_reads_mapped_to_too_many_loci_both","recount_qc_star_percent_reads_unmapped_other_both","recount_qc_star_percent_reads_unmapped_too_short_both","recount_qc_star_uniquely_mapped_reads_percent_both","recount_seq_qc_avg_len","recount_seq_qc_bases","recount_seq_qc_percenta","recount_seq_qc_percentc","recount_seq_qc_percentg","recount_seq_qc_percentt","recount_seq_qc_percentn","recount_seq_qc_avgq","recount_seq_qc_errq","recount_pred_sample_acc_y","recount_pred_pred_type","BigWigURL","age","cell.type","cx3cr1.genotype","Sex","source_name","treatment","group"
"SRR9139058",3672855,"SRR9139058","SRS4831105","SRX5912218","GSM3823693_ 2mo_WT_11F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__WT_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823693","GSM3823693","2mo_WT_11F",1695266883,17493577,"2019_11_28 20_26_03",637737662,1695266883,17493577,17493577,"index_0_count_17493577_average_48_45_stdev_3_28_index_1_count_17493577_average_48_46_stdev_3_27","GSM3823693_r1",0.52,2.82,0.11,1393644474,1392651469,1338032210,1344686231,99.93,100.5,16840538,14882268,146.683,925.752,39,130654,82.5,86.19,18216670,13894140,18216670,13894140,81.59,82.31,18216670,13740569,18216670,13268201,181827848,13.05,1.27,4.12,0.49,0.33,2.91,16840538,96,96,1.26,0,1.09,552.43,0.12,223001,17493577,719955,86271,58237,508531,1318,12430,2563794,6858,2584400,92.15,16120583,118780,2400989,20.213748105742,17493577,16840538,223001,719955,86271,58237,508531,16120583,96.3,1.3,4.1,0.5,0.3,2.9,92.2,48.45,847613615,25.3,24,25,25.6,0.1,35.8,27.9,"SRS4831105","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_58_sra_base_sums_SRP199678_SRR9139058_ALL_bw","2 months","Microglia","WT","female","Microglia","None/naïve","grp8"
"SRR9139059",3672884,"SRR9139059","SRS4831106","SRX5912219","GSM3823694_ 2mo_Het_1M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__Het_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823694","GSM3823694","2mo_Het_1M",1699389149,17535354,"2019_11_28 20_26_03",638806353,1699389149,17535354,17535354,"index_0_count_17535354_average_48_45_stdev_3_27_index_1_count_17535354_average_48_46_stdev_3_27","GSM3823694_r1",0.46,2.74,0.14,1397718859,1397691134,1342350663,1349986754,100,100.57,16870788,14867839,147.339,939.274,38,130504,83.17,86.85,18260842,14030810,18260842,14030810,82.3,83.04,18260842,13883954,18260842,13415244,174686945,12.5,1.24,4.08,0.55,0.33,2.91,16870788,96,96,1.24,0,1.1,474.64,0.12,218124,17535354,715444,95602,57848,511116,1367,12795,2598552,7145,2619859,92.13,16155344,117719,2434984,20.684715296596,17535354,16870788,218124,715444,95602,57848,511116,16155344,96.2,1.2,4.1,0.5,0.3,2.9,92.1,48.45,849663046,25.3,24.1,24.9,25.5,0.1,35.6,27.2,"SRS4831106","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_59_sra_base_sums_SRP199678_SRR9139059_ALL_bw","2 months","Microglia","Het","male","Microglia","None/naïve","grp11"
"SRR9139060",3673112,"SRR9139060","SRS4831107","SRX5912220","GSM3823695_ 2mo_Het_2M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__Het_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823695","GSM3823695","2mo_Het_2M",2053631993,21188747,"2019_11_28 20_26_04",777027954,2053631993,21188747,21188747,"index_0_count_21188747_average_48_46_stdev_3_27_index_1_count_21188747_average_48_46_stdev_3_26","GSM3823695_r1",0.47,2.75,0.16,1691141643,1689483473,1623522079,1631226296,99.9,100.47,20394945,17995255,147.486,937.184,39,157904,82.21,85.88,22096360,16766348,22096360,16766348,81.39,82.11,22096360,16600105,22096360,16030727,226631016,13.4,1.25,4.11,0.55,0.33,2.86,20394945,96,96.02,1.25,0,1.08,573.53,0.12,265632,21188747,871356,116985,70389,606428,1619,15201,3096111,9523,3122454,92.14,19523589,123154,2904474,23.584081718824,21188747,20394945,265632,871356,116985,70389,606428,19523589,96.3,1.3,4.1,0.6,0.3,2.9,92.1,48.46,1026793285,25.4,24,24.9,25.5,0.1,35.6,27.2,"SRS4831107","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_60_sra_base_sums_SRP199678_SRR9139060_ALL_bw","2 months","Microglia","Het","male","Microglia","None/naïve","grp11"
"SRR9139061",3673144,"SRR9139061","SRS4831108","SRX5912221","GSM3823696_ 2mo_Het_3F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__Het_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823696","GSM3823696","2mo_Het_3F",1889833131,19497928,"2019_11_28 20_26_04",701810960,1889833131,19497928,19497928,"index_0_count_19497928_average_48_46_stdev_3_26_index_1_count_19497928_average_48_46_stdev_3_25","GSM3823696_r1",0.44,2.75,0.11,1553736321,1552666245,1492559354,1499958627,99.93,100.5,18757537,16578817,146.558,926.87,39,145080,82.01,85.62,20289438,15383297,20289438,15383297,81.07,81.76,20289438,15206294,20289438,14689113,211963930,13.64,1.23,4.06,0.53,0.35,2.92,18757537,96,96.03,1.24,0,1.09,615.72,0.12,240294,19497928,791417,102518,68447,569426,1385,14471,2850566,8021,2874443,92.14,17966120,121740,2669068,21.924330540496,19497928,18757537,240294,791417,102518,68447,569426,17966120,96.2,1.2,4.1,0.5,0.4,2.9,92.1,48.46,944884329,25.3,24.1,24.9,25.6,0.1,35.9,28.3,"SRS4831108","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_61_sra_base_sums_SRP199678_SRR9139061_ALL_bw","2 months","Microglia","Het","female","Microglia","None/naïve","grp17"
"SRR9139062",3673180,"SRR9139062","SRS4831109","SRX5912222","GSM3823697_ 2mo_Het_4F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__Het_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823697","GSM3823697","2mo_Het_4F",1879893908,19409670,"2019_11_28 20_26_04",702683032,1879893908,19409670,19409670,"index_0_count_19409670_average_48_42_stdev_3_31_index_1_count_19409670_average_48_43_stdev_3_30","GSM3823697_r1",0.47,2.71,0.1,1539515691,1539394392,1478043351,1486531264,99.99,100.57,18672501,16546215,144.216,901.123,39,149442,82.7,86.4,20224487,15442767,20224487,15442767,81.8,82.53,20224487,15273332,20224487,14751207,198749013,12.91,1.22,4.12,0.55,0.33,2.92,18672501,96,95.96,1.24,0,1.1,767.86,0.12,237315,19409670,799788,106381,64008,566780,1487,14102,2857725,7663,2880977,92.08,17872713,120657,2668062,22.112782515726,19409670,18672501,237315,799788,106381,64008,566780,17872713,96.2,1.2,4.1,0.5,0.3,2.9,92.1,48.42,939907441,25.2,24.1,25,25.5,0.1,35.8,27.8,"SRS4831109","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_62_sra_base_sums_SRP199678_SRR9139062_ALL_bw","2 months","Microglia","Het","female","Microglia","None/naïve","grp17"
"SRR9139063",3673213,"SRR9139063","SRS4831110","SRX5912223","GSM3823698_ 2mo_Het_5F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__Het_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823698","GSM3823698","2mo_Het_5F",1550849664,16006610,"2019_11_28 20_26_04",580327939,1550849664,16006610,16006610,"index_0_count_16006610_average_48_44_stdev_3_29_index_1_count_16006610_average_48_45_stdev_3_28","GSM3823698_r1",0.65,3.05,0.12,1263740006,1256475192,1206886172,1207868644,99.43,100.08,15311088,13734043,143.474,855.135,38,122423,78.15,82.12,16773271,11965942,16773271,11965942,77.61,78.34,16773271,11882924,16773271,11415903,213062447,16.86,1.28,4.62,0.62,0.45,3.27,15311088,96,96.01,1.28,0.01,1.08,738.77,0.12,204205,16006610,739223,99446,72345,523731,1178,10411,2103380,5930,2120899,91.04,14571865,115826,1971974,17.025313832818,16006610,15311088,204205,739223,99446,72345,523731,14571865,95.7,1.3,4.6,0.6,0.5,3.3,91,48.44,775388625,25.4,23.9,24.7,25.9,0.1,35.8,28,"SRS4831110","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_63_sra_base_sums_SRP199678_SRR9139063_ALL_bw","2 months","Microglia","Het","female","Microglia","None/naïve","grp17"
"SRR9139064",3673246,"SRR9139064","SRS4831170","SRX5912283","GSM3823699_ 2mo_Het_6F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__Het_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823699","GSM3823699","2mo_Het_6F",1918049762,19763628,"2019_11_28 20_26_08",711919467,1918049762,19763628,19763628,"index_0_count_19763628_average_48_52_stdev_3_19_index_1_count_19763628_average_48_53_stdev_3_18","GSM3823699_r1",0.59,2.97,0.12,1569378153,1555628969,1502484511,1498871400,99.12,99.76,18827034,16957998,147.071,859.446,38,142200,75.75,79.37,20535687,14262304,20535687,14262304,75.36,76.03,20535687,14187402,20535687,13660962,307433442,19.59,1.22,4.34,0.53,0.47,3.74,18827034,97,96.19,1.32,0.01,1.09,635.26,0.12,241903,19763628,858692,103860,93740,738994,1375,11468,2316885,7520,2337248,90.92,17968342,119428,2190226,18.33930066651,19763628,18827034,241903,858692,103860,93740,738994,17968342,95.3,1.2,4.3,0.5,0.5,3.7,90.9,48.52,958995399,25.8,23.5,24.3,26.3,0.1,35.9,28.5,"SRS4831170","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_64_sra_base_sums_SRP199678_SRR9139064_ALL_bw","2 months","Microglia","Het","female","Microglia","None/naïve","grp17"
"SRR9139065",3673278,"SRR9139065","SRS4831171","SRX5912284","GSM3823700_ 2mo_Het_7M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__Het_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823700","GSM3823700","2mo_Het_7M",1951804448,20134597,"2019_11_28 20_26_08",725274845,1951804448,20134597,20134597,"index_0_count_20134597_average_48_47_stdev_3_26_index_1_count_20134597_average_48_47_stdev_3_25","GSM3823700_r1",0.5,2.83,0.11,1600930350,1596119669,1535653574,1540096041,99.7,100.29,19323308,17175436,145.989,901.568,38,149108,80.11,83.78,20956819,15480723,20956819,15480723,79.28,79.97,20956819,15320284,20956819,14776775,245535589,15.34,1.24,4.2,0.51,0.4,3.12,19323308,96,96.05,1.26,0,1.09,282.04,0.12,250057,20134597,845640,102538,79997,628754,1376,13542,2819806,7530,2842254,91.77,18477668,122086,2643222,21.650492275937,20134597,19323308,250057,845640,102538,79997,628754,18477668,96,1.2,4.2,0.5,0.4,3.1,91.8,48.47,975879673,25.5,23.8,24.8,25.9,0.1,35.9,28.1,"SRS4831171","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_65_sra_base_sums_SRP199678_SRR9139065_ALL_bw","2 months","Microglia","Het","male","Microglia","None/naïve","grp11"
"SRR9139066",3673310,"SRR9139066","SRS4831172","SRX5912285","GSM3823701_ 2mo_Het_9M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__Het_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823701","GSM3823701","2mo_Het_9M",1952267486,20124468,"2019_11_28 20_26_08",733010105,1952267486,20124468,20124468,"index_0_count_20124468_average_48_50_stdev_3_21_index_1_count_20124468_average_48_51_stdev_3_21","GSM3823701_r1",0.64,3,0.21,1602953359,1588197368,1533575650,1529685455,99.08,99.75,19261699,17334637,146.144,864.679,39,144878,74.43,78.05,21037490,14336721,21037490,14336721,73.88,74.52,21037490,14230003,21037490,13687447,334133156,20.84,1.26,4.44,0.54,0.49,3.26,19261699,97,96.17,1.29,0.01,1.09,796.13,0.12,254199,20124468,893335,107881,99376,655512,1410,12283,2454362,7469,2475524,91.27,18368364,122839,2312695,18.827041900374,20124468,19261699,254199,893335,107881,99376,655512,18368364,95.7,1.3,4.4,0.5,0.5,3.3,91.3,48.5,976124388,25.7,23.5,24.5,26.1,0.1,35.8,28,"SRS4831172","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_66_sra_base_sums_SRP199678_SRR9139066_ALL_bw","2 months","Microglia","Het","male","Microglia","None/naïve","grp11"
"SRR9139067",3673341,"SRR9139067","SRS4831173","SRX5912286","GSM3823702_ 2mo_Het_10M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__Het_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823702","GSM3823702","2mo_Het_10M",1977310509,20411729,"2019_11_28 20_26_08",743031971,1977310509,20411729,20411729,"index_0_count_20411729_average_48_43_stdev_3_30_index_1_count_20411729_average_48_44_stdev_3_30","GSM3823702_r1",0.92,3.14,0.18,1608802360,1595271936,1534909570,1532175862,99.16,99.82,19524670,17698331,141.399,819.195,38,159493,73.77,77.59,21396546,14402431,21396546,14402431,73.48,74.07,21396546,14346481,21396546,13748537,341028116,21.2,1.29,4.72,0.54,0.5,3.31,19524670,96,96.01,1.3,0.01,1.08,638.98,0.12,263569,20411729,962500,109524,102540,674995,1286,12042,2421830,7783,2442941,90.94,18562170,121689,2276408,18.706768894477,20411729,19524670,263569,962500,109524,102540,674995,18562170,95.7,1.3,4.7,0.5,0.5,3.3,90.9,48.43,988626279,25.8,23.6,24.4,26.2,0.1,35.6,27.2,"SRS4831173","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_67_sra_base_sums_SRP199678_SRR9139067_ALL_bw","2 months","Microglia","Het","male","Microglia","None/naïve","grp11"
"SRR9139068",3673375,"SRR9139068","SRS4831174","SRX5912287","GSM3823703_ 2mo_KO_2M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__KO_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823703","GSM3823703","2mo_KO_2M",2077445147,21436635,"2019_11_28 20_26_08",785948270,2077445147,21436635,21436635,"index_0_count_21436635_average_48_46_stdev_3_28_index_1_count_21436635_average_48_46_stdev_3_27","GSM3823703_r1",0.61,2.85,0.16,1682773897,1672782791,1604936834,1606255459,99.41,100.08,20405600,18255044,143.284,861.629,38,162945,80.54,84.72,22423904,16435120,22423904,16435120,80.26,81.1,22423904,16377685,22423904,15732164,237027520,14.09,1.47,4.7,0.59,0.41,3.82,20405600,96,95.9,1.31,0.01,1.1,200.45,0.13,315043,21436635,1006640,125455,87736,817844,1432,14684,2772976,23519,2812611,90.49,19398960,120191,2602962,21.656879466849,21436635,20405600,315043,1006640,125455,87736,817844,19398960,95.2,1.5,4.7,0.6,0.4,3.8,90.5,48.46,1038718519,25.7,23.6,24.6,26,0.1,35.6,27.2,"SRS4831174","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_68_sra_base_sums_SRP199678_SRR9139068_ALL_bw","2 months","Microglia","KO","male","Microglia","None/naïve","grp7"
"SRR9139069",3673406,"SRR9139069","SRS4831175","SRX5912288","GSM3823704_ 2mo_KO_4F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__KO_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823704","GSM3823704","2mo_KO_4F",1825970759,18814759,"2019_11_28 20_26_08",678555491,1825970759,18814759,18814759,"index_0_count_18814759_average_48_52_stdev_3_17_index_1_count_18814759_average_48_53_stdev_3_17","GSM3823704_r1",0.51,2.81,0.15,1505551207,1504921600,1441984820,1450390614,99.96,100.58,18033711,15871199,150.799,952.981,39,131201,81.61,85.46,19624466,14716448,19624466,14716448,80.83,81.59,19624466,14576840,19624466,14049973,207589967,13.79,1.31,4.32,0.56,0.37,3.22,18033711,97,96.12,1.26,0,1.11,574.01,0.12,245771,18814759,813161,104731,70312,606005,1506,12631,2734537,7245,2755919,91.53,17220550,118339,2576307,21.770565916562,18814759,18033711,245771,813161,104731,70312,606005,17220550,95.8,1.3,4.3,0.6,0.4,3.2,91.5,48.52,912966534,25.3,24,24.9,25.7,0.1,35.9,28.4,"SRS4831175","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_69_sra_base_sums_SRP199678_SRR9139069_ALL_bw","2 months","Microglia","KO","female","Microglia","None/naïve","grp12"
"SRR9139070",3673628,"SRR9139070","SRS4831176","SRX5912289","GSM3823705_ 2mo_KO_5F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__KO_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823705","GSM3823705","2mo_KO_5F",1946512815,20077421,"2019_11_28 20_26_08",728008029,1946512815,20077421,20077421,"index_0_count_20077421_average_48_47_stdev_3_25_index_1_count_20077421_average_48_48_stdev_3_24","GSM3823705_r1",0.56,2.78,0.13,1595687459,1595158896,1529103743,1538074814,99.97,100.59,19241258,17042656,147.029,916.17,38,147209,80.92,84.7,20911142,15570098,20911142,15570098,80.07,80.79,20911142,15405667,20911142,14851723,231609568,14.51,1.3,4.28,0.53,0.39,3.24,19241258,96,96.02,1.27,0.01,1.1,578.23,0.12,260831,20077421,858890,106889,78062,651212,1450,13708,2881438,7820,2904416,91.56,18382368,120193,2703094,22.489612539832,20077421,19241258,260831,858890,106889,78062,651212,18382368,95.8,1.3,4.3,0.5,0.4,3.2,91.6,48.47,973225455,25.3,24,24.9,25.7,0.1,35.8,27.9,"SRS4831176","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_70_sra_base_sums_SRP199678_SRR9139070_ALL_bw","2 months","Microglia","KO","female","Microglia","None/naïve","grp12"
"SRR9139071",3673659,"SRR9139071","SRS4831177","SRX5912290","GSM3823706_ 2mo_KO_6F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__KO_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823706","GSM3823706","2mo_KO_6F",1626679580,16767338,"2019_11_28 20_26_08",609112568,1626679580,16767338,16767338,"index_0_count_16767338_average_48_51_stdev_3_20_index_1_count_16767338_average_48_51_stdev_3_20","GSM3823706_r1",0.49,2.82,0.14,1341288772,1342579095,1286273816,1295384750,100.1,100.71,16091317,14166768,149.88,962.324,38,119152,81.79,85.54,17467831,13160656,17467831,13160656,81.01,81.74,17467831,13035847,17467831,12577230,186806610,13.93,1.25,4.21,0.54,0.35,3.14,16091317,97,96.11,1.25,0,1.1,628.78,0.12,210376,16767338,705117,90863,59384,525774,1245,12128,2437558,6593,2457524,91.76,15386200,115906,2292168,19.776094421341,16767338,16091317,210376,705117,90863,59384,525774,15386200,96,1.3,4.2,0.5,0.4,3.1,91.8,48.51,813310365,25.4,24,24.8,25.8,0.1,35.8,28,"SRS4831177","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_71_sra_base_sums_SRP199678_SRR9139071_ALL_bw","2 months","Microglia","KO","female","Microglia","None/naïve","grp12"
"SRR9139072",3673690,"SRR9139072","SRS4831178","SRX5912291","GSM3823707_ 2mo_KO_7F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__KO_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823707","GSM3823707","2mo_KO_7F",2000714435,20683636,"2019_11_28 20_26_08",741550839,2000714435,20683636,20683636,"index_0_count_20683636_average_48_36_stdev_3_41_index_1_count_20683636_average_48_37_stdev_3_40","GSM3823707_r1",1,2.92,0.22,1577705194,1558929890,1494581418,1489200600,98.81,99.64,19422891,17771590,135.343,798.86,38,169759,70.95,75.2,21586453,13779841,21586453,13779841,70.57,71.27,21586453,13706033,21586453,13058021,352829072,22.36,1.82,5.32,0.55,0.74,4.81,19422891,96,95.61,1.44,0.02,1.12,636.42,0.18,376937,20683636,1099780,114319,152123,994303,1013,8899,2183237,11495,2204644,88.59,18323111,105510,2044116,19.37367074211,20683636,19422891,376937,1099780,114319,152123,994303,18323111,93.9,1.8,5.3,0.6,0.7,4.8,88.6,48.36,1000330687,25.7,23.4,24.3,26.5,0.1,35.9,28.1,"SRS4831178","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_72_sra_base_sums_SRP199678_SRR9139072_ALL_bw","2 months","Microglia","KO","female","Microglia","None/naïve","grp12"
"SRR9139073",3673722,"SRR9139073","SRS4831179","SRX5912292","GSM3823708_ 2mo_KO_8F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__KO_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823708","GSM3823708","2mo_KO_8F",1909296354,19724601,"2019_11_28 20_26_08",708994438,1909296354,19724601,19724601,"index_0_count_19724601_average_48_40_stdev_3_36_index_1_count_19724601_average_48_40_stdev_3_35","GSM3823708_r1",0.95,2.91,0.18,1515653619,1502259289,1438027779,1436655630,99.12,99.9,18574984,16910619,137.125,813.322,38,157398,73.13,77.39,20567312,13584763,20567312,13584763,72.78,73.5,20567312,13519008,20567312,12901553,311572528,20.56,1.73,5.18,0.51,0.64,4.68,18574984,96,95.7,1.43,0.01,1.11,452.28,0.17,341962,19724601,1022437,100144,125588,923885,1143,9318,2190496,10342,2211299,88.99,17552547,106228,2053443,19.330524908687,19724601,18574984,341962,1022437,100144,125588,923885,17552547,94.2,1.7,5.2,0.5,0.6,4.7,89,48.4,954631226,25.7,23.3,24.3,26.5,0.1,35.8,28,"SRS4831179","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_73_sra_base_sums_SRP199678_SRR9139073_ALL_bw","2 months","Microglia","KO","female","Microglia","None/naïve","grp12"
"SRR9139074",3673754,"SRR9139074","SRS4831180","SRX5912293","GSM3823709_ 2mo_KO_9M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__KO_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823709","GSM3823709","2mo_KO_9M",2038910317,21016096,"2019_11_28 20_26_08",768677152,2038910317,21016096,21016096,"index_0_count_21016096_average_48_51_stdev_3_20_index_1_count_21016096_average_48_51_stdev_3_19","GSM3823709_r1",0.52,2.73,0.13,1678629776,1678342739,1609320689,1618507134,99.98,100.57,20159552,17709779,149.042,962.176,38,149156,83.43,87.28,21877328,16818825,21877328,16818825,82.64,83.41,21877328,16660054,21877328,16071578,201388239,12,1.28,4.24,0.54,0.33,3.2,20159552,97,96.08,1.26,0,1.09,646.65,0.12,269299,21016096,890392,114038,69841,672665,1596,15265,3144864,8877,3170602,91.69,19269160,123347,2956785,23.971276155885,21016096,20159552,269299,890392,114038,69841,672665,19269160,95.9,1.3,4.2,0.5,0.3,3.2,91.7,48.51,1019442580,25.3,23.9,25,25.6,0.1,35.8,28,"SRS4831180","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_74_sra_base_sums_SRP199678_SRR9139074_ALL_bw","2 months","Microglia","KO","male","Microglia","None/naïve","grp7"
